Kode;Kodetekst 
P79;Obsessiv lidelse
P79;Obsessiv-kompulsiv lidelse INA
P79;Tvangshandlinger hovedsakelig
P79;Tvangshandlinger tvangstanker blandet
P79;Tvangslidelse INA
P79;Tvangstanker hovedsakelig
P80;Personlighetsforstyrrelse
P80;Karakternevrose INA
P80;Kleptomani
P80;Kompensasjonsnevrose INA
P80;Münchhausens syndrom
P80;Personlighetsforand post psyk sykdom
P80;Personlighetsforand post psyk traume
P80;Personlighetsforandring IKA
P80;Personlighetsforandring INA
P80;Personlighetsforstyr hysteriform
P80;Personlighetsforstyr passiv/avhengig
P80;Personlighetsforstyr patologisk INA
P80;Personlighetsforstyr psykopatisk
P80;Personlighetsforstyr tvangspreget
P80;Personlighetsforstyrrelse aggressiv
P80;Personlighetsforstyrrelse asosial
P80;Personlighetsforstyrrelse blandet
P80;Personlighetsforstyrrelse eksentrisk
P80;Personlighetsforstyrrelse impulsiv
P80;Personlighetsforstyrrelse paranoid
P80;Personlighetsforstyrrelse schizoid
P80;Personlighetsforstyrrelse sensitiv
P80;Personlighetsforstyrrelse umoden
P80;Psykopati INA
P80;Pyromani
P80;Simulering bevisst symptom/dysfunksj
P80;Somatiske sympt verre pga psyk probl
P80;Spillegalskap patologisk
P80;Atferdsforstyrrelse hos voksen
P80;Kompensasjonsnevrose
P80;Psykopati
P81;Hyperkinetisk forstyrrelse
P81;ADD+H (attention deficit disorder+hyperactivity)
P81;ADHD
P81;DAMP (deficits in attention, motor control and perception)
P81;Hyperaktivitet
P81;Hyperkinetisk atferdsforstyrrelse
P81;MBD (minimal brain dysfunction)
P81;Oppmerksomhetsforstyrrelse med hyperaktivitet
P81;Oppmerksomhetsforstyrrelse
P82;Posttraumatisk stresslidelse
P82;Post traumatic stress disorder
P82;Psykisk ubalanse posttraumatisk
P82;PTSD (post traumatic stress disorder)
P82;Kronisk posttraumatisk stressforstyrrelse
P85;Psykisk utviklingshemning
P85;Evneveik lett psyk utviklingshemning
P85;Mental retardasjon INA
P85;Oligofreni INA
P85;Psykisk utviklingshemning alvorlig
P85;Psykisk utviklingshemning dyp
P85;Psykisk utviklingshemning INA
P85;Psykisk utviklingshemning lett
P85;Psykisk utviklingshemning moderat
P85;Intellektuell dysfunksjon
P85;PUH
P85;PU
P86;Anorexia nervosa/bulimi
P86;Anorexia nervosa atypisk
P86;Anorexia nervosa
P86;Bulimia nervosa atypisk
P86;Bulimia nervosa
P86;Overspising psykogen
P86;Trøstespising overdreven
P98;Psykose IKA
P98;Barselpsykose
P98;Fødselspsykose
P98;Paranoid psykose akutt
P98;Psykose akutt INA
P98;Psykose INA
P98;Psykose polymorf akutt
P98;Psykose polymorf schizofreniform akutt
P98;Psykose puerperal
P98;Psykose reaktiv
P98;Psykose schizofreniliknende akutt
P98;Akutt psykose
P98;Overgående psykose
P98;Reaktiv psykose
P99;Psykisk lidelse IKA
P99;Aspergers syndrom
P99;Autisme atypisk
P99;Autisme infantil
P99;Besvimelse psykogen
P99;Dementia infantilis
P99;Depersonalisasjonssyndrom
P99;Derealisasjonssyndrom
P99;Disintegrativ psykose
P99;Hellers syndrom
P99;Nevrose INA
P99;Nevrotisk lidelse INA
P99;Psykasteni
P99;Psykisk lidelse INA
P99;Psykiske problem barseltiden IKA
P99;Psykiske problem barseltiden INA
P99;Psykiske problem pga somatisk sykd
P99;Retts syndrom
P99;Schizoid forstyrrelse barndommen
P99;Skrivekrampe yrkesnevrose
P99;Synkope psykogen
P99;Utviklingsforstyrrelse IKA
P99;Utviklingsforstyrrelse INA
P99;Yrkesnevrose
P99;Autisme
P99;Nevrose IKA
R01;Smerte i luftveier
R01;Lungesmerte INA
R01;Pleurasmerter
R01;Pleurodyni
R01;Pustebesvær smerter
R01;Respirasjon smertefull
R01;Smerte lungene
R01;Smerte pleuritisk
R01;Smerte pusting
R01;Smerte respirasjon
R01;Pleuritisk smerter
R01;Smerterfull respirasjon
R02;Kortpustethet/dyspné
R02;Anstrengelsesdyspné
R02;Dyspné
R02;Funksjonsdyspné
R02;Ortopné
R02;Pustebesvær
R02;Tungpustet
R02;Åndenød
R03;Piping i brystet
R03;Pipelyder brystet
R03;Respirasjon hvesende
R04;Pusteproblem IKA
R04;Apné
R04;Cheyne-Stokes respirasjon
R04;Kvelningsfornemmelse
R04;Munnpusting
R04;Pustebesvær Cheyne-Stokes type
R04;Pustebesvær INA
R04;Pustebesvær innpusting
R04;Pustebesvær stillingsbetinget
R04;Pustebesvær utpusting
R04;Pustestans
R04;Snorking
R04;Stridor
R04;Takypné
R04;Inspiratorisk piping
R04;Respiratorisk ubehag
R04;Unormal pust
R05;Hoste
R05;Hoste med ekspektorasjon
R05;Hoste røyking
R05;Hoste uten ekspektorasjon
R05;Tussis
R05;Hoste (tørr eller fuktig)
R05 ;Kronisk hoste
R06;Neseblødning
R06;Epistaxis
R07;Nysing/tetthet i nese
R07;Nese kløe
R07;Nese rennende
R07;Nesetetthet
R07;Nysing
R07;Rhinoré
R07;Rennende nese
R08;Nese symptomer/plager IKA
R08;Nese cyanotisk
R08;Nese hoven
R08;Nese problem med utseende
R08;Nese rød
R08;Nese tørrhet
R08;Smerte nese
R08;Fremtredende nese
R08;Rød nese
R08;Smerte i nese
R09;Bihule symptomer/plager IKA
R09;Bihule tette
R09;Bihule væskespeil
R09;Smerte bihule
R09;Smerte/trykk i bihule
R09;Tettehet i bihule
R21;Hals symptomer/plager
R21;Hals hovne slimhinner
R21;Hals irritasjon
R21;Hals klumpfølelse
R21;Hals sårhet
R21;Hals tørrhet
R21;Halssmerter
R21;Klump i halsen
R21;Smerte halsen
R21;Smerte strupen
R21;Svelgsmerter
R21;Store mandler
R21;Tonsillesmerter
R21;Tørr/betent/rød/sår hals
R23;Stemme symptomer/plager
R23;Afoni
R23;Dysfoni
R23;Heshet
R23;Nasal stemme
R23;Stemmeforandringer
R23;Tap av stemmen
R23;Fravær av stemme
R24;Blodig oppspytt/hemoptyse
R24;Ekspektorat blodig
R24;Hemoptyse
R24;Oppspytt blodig
R25;Unormalt oppspytt/ekspektorat
R25;Ekspektorasjon rikelig
R25;Ekspektorat endret
R25;Ekspektorat purulent
R25;Oppspytt endret farge
R25;Oppspytt endret lukt
R25;Oppspytt purulent
R25;Oppspytt rikelig
R26;Engstelig for kreft i luftveiene
R27;Engstelig for sykdom i luftveiene IKA
R28;Redusert funksjonsevne pga luftveisproblem
R28;Funksjonshemning luftveissykdom
R28;Funksjonshemning på grunn av hypoksi/hyperkapné/redusert lungefunksjon/åndedrettssykdom/sykdom i nese, strupe, hode, hals
R29;Luftveiene symptomer/plager IKA
R29;Asfyksi
R29;Blødning i luftveier INA
R29;Fremmedlyd bryst INA
R29;Gnidningslyd bryst
R29;Hals blødning
R29;Hikke
R29;Knatrelyder bryst
R29;Perkusjonslyd bryst dempet
R29;Perkusjonslyd bryst øket
R29;Ralling bryst
R29;Respirasjonslyd bryst dempet
R29;Respirasjonsstans
R29;Surklelyder bryst
R29;Tett i brystet
R29;Lungestuvning
R29;blødning fra svelget
R29;Tranghet i brystet
R29;Væske i lunge
R33;Mikrobiologisk/immunologisk prøve
R71;Kikhoste
R71;Parapertussis
R71;Pertussis
R72;Streptokokkhals
R72;Faryngitt streptokokk
R72;Halsbetennelse streptokokk
R72;Streptokokktonsillitt
R72;Tonsillitt streptokokk
R72;Påvist streptokokkfaryngitt-/-tonsilitt
R73;Nesebyll
R73;Abscess nese
R73;Furunkel i nese
R73;Karbunkel i nese
R73;Sårinfeksjon neseslimhinne
R73;Ulcerasjon neseslimhinne
R73;Lokalisert neseinfeksjon
R74;Akutt øvre luftveisinfeksjon
R74;Faryngitt akutt INA
R74;Faryngitt akutt infeksiøs
R74;Faryngitt ulcerøs
R74;Forkjølelse
R74;Halsbetennelse akutt INA
R74;Herpes simplex munnhule
R74;Herpetisk gingivostomatitt
R74;Infeksjon øvre luftveier INA
R74;Laryngofaryngitt akutt
R74;Nasofaryngitt akutt
R74;Nesekatarr akutt
R74;Rhinitt akutt infeksiøs
R74;Rhinofaryngitt akutt
R74;Svelginfeksjon akutt
R74;ØLI
R74;Akutt rinitt
R74;Faryngitt
R74;Hodeforkjølelse
R74;Nasofaryngitt
R75;Bihulebetennelse
R75;Bihulebetennelse akutt
R75;Bihulebetennelse kronisk
R75;Bihulebetennelse sinus ethmoidalis
R75;Bihulebetennelse sinus frontalis
R75;Bihulebetennelse sinus maxillaris
R75;Etmoidalsinusitt
R75;Frontalsinusitt
R75;Maksillarsinusitt
R75;Pansinusitt
R75;Sinotrakeitt
R75;Sinusitt akutt
R75;Sinusitt kronisk
R75;Sinusitt med tåregangsinfeksjon
R75;Akutt sinusitt
R75;Bihulebetennelse i paranasal bihule
R75;Kronisk sinusitt
R76;Akutt tonsillitt
R76;Halsangina tonsillitt
R76;Halsbyll
R76;Peritonsillitt
R76;Peritonsillær abscess
R76;Tonsillitt ulcerøs
R77;Akutt laryngitt/trakeitt
R77;Falsk krupp
R77;Laryngitt akutt obstruktiv
R77;Laryngitt akutt
R77;Laryngitt ulcerøs akutt
R77;Laryngotrakeitt akutt
R77;Luftrørskatarr akutt
R77;Pseudokrupp
R77;Strupekatarr
R77;Trakeitt akutt
R78;Akutt bronkitt/bronkiolitt
R78;Bronkiolitt akutt med bronkospasme
R78;Bronkiolitt akutt
R78;Bronkitt akutt med bronkospasme
R78;Bronkitt akutt
R78;Bronkitt INA
R78;Bronkitt residiverende
R78;Infeksjon nedre luftveier akutt INA
R78;Luftveisinfeksjon nedre akutt INA
R78;Mykoplasma-bronkitt akutt
R78;Trakeobronkitt akutt
R78;Akutt nedre luftveisinfeksjon IKA
R78;Bronkitt IKA
R78;Laryngotrakeobronkitt
R79;Kronisk bronkitt
R79;Bronkitt kronisk INA
R79;Bronkitt kronisk mukopurulent
R79;Bronkitt kronisk ukomplisert
R79;Trakeobronkitt kronisk
R80;Influensa
R80;Influensa med encefalopati (påvist influensavirus)
R80;Influensa med gastroenteritt (påvist influensavirus)
R80;Influensa  øvre luftveisinf (påvist influensavirus)
R80;Influensa med encefalopati
R80;Influensa med gastroenteritt
R80;Influensa øvre luftveisinfeksjon
R80;Influensaliknende sykdom
R80;Influensalignende sykdom
R80;Parainfluensasesongvariablet influensavirus
R81;Lungebetennelse
R81;Bronkopneumoni INA
R81;Influensa bronkopneumoni (påvist influensavirus)
R81;Influensa med pneumoni  (påvist influensavirus)
R81;Influensa bronkopneumoni
R81;Influensa pneumoni
R81;Klamydiapneumoni nyfødt
R81;Klamydiapneumoni
R81;Legionærsykdom
R81;Lungebetennelse bakteriell IKA
R81;Lungebetennelse viral
R81;Mycoplasma pneumoni
R81;Pneumoni bakteriell IKA
R81;Pneumoni Haemophilus influenzae
R81;Pneumoni INA
R81;Pneumoni lobær INA
R81;Pneumoni Mycoplasma
R81;Pneumoni Streptococcus pneumoniae
R81;Pneumoni viral
R81;Sars (severe acute respiratory syndrome)
R81;TWAR (Taiwan acute respiratory infection)
R81;Bakteriell/viral lungebetennelse
R81;pneumokokkpneumoni
R81;Bronkopneumoni
R81;pneumokokkpneumokokklungebetennelse
R81;Influensa lungebetennelse
R81;Pneumonitt
R81;sesongvariabelt influensavirus
R82;Pleuritt IKA
R82;Fibrotoraks
R82;Hemotoraks
R82;Pleuraeffusion
R82;Pleurasammenvoksning
R82;Pleuritt (ikke tbc)
R82;Pleuritt med effusion
R82;Inflammatorisk eksudat i lungesekk
R82;Pleuritt
R83;Luftveisinfeksjon IKA
R83;Aspergillose
R83;Candidainfeksjon lunger
R83;Difteri
R83;Empyem
R83;Epiglottitt
R83;Faryngitt kronisk
R83;Laryngitt kronisk
R83;Laryngotrakeitt kronisk
R83;Lungeabscess
R83;Lungeinfeksjon candida
R83;Nasofaryngitt kronisk
R83;Pyotoraks
R83;Rhinitt kronisk
R83;Kronisk faryngitt
R83;Kronisk nasofaryngitt
R83;Kronisk rinitt IKA
R83;Luftveisinfeksjon forårsaket av sopp
R83;Protozoinfeksjon (uten lungebetennelse)
R84;Ondartet svulst i bronkie/lunge
R84;Lungekreft INA
R84;Ondartet svulst bronkie
R84;Ondartet svulst luftrør/trakea
R84;Ondartet svulst lunge
R84;Ondartet svulst i trakea/bronkie/lunge
R85;Ondartet svulst i luftveiene IKA
R85;Mesoteliom i pleura
R85;Ondartet svulst bihuler
R85;Ondartet svulst brysthinne
R85;Ondartet svulst nesehule
R85;Ondartet svulst strupe
R85;Mesoteliom
R85;Ondartet svulst i larynks/mediastinum/nese/farynks/lungesekk/bihule
R86;Godartet svulst i luftveiene
R86;Godartet svulst bihule
R86;Godartet svulst bronkier
R86;Godartet svulst luftveier INA
R86;Godartet svulst lunge INA
R86;Godartet svulst mesotel
R86;Godartet svulst nese
R87;Fremmedlegeme i nese/larynks/bronkie
R87;Fremmedlegeme luftrør
R87;Fremmedlegeme luftveier
R87;Fremmedlegeme lunge
R87;Fremmedlegeme nese
R87;Fremmedlegeme strupehode
R87;Fremmedlegeme svelg
R87;Fremmedlegeme i lunge
R88;Skade i luftveiene IKA
R88;Brannskade luftveier
R88;Dislokasjon neseskillevegg traum
R88;Etseskade luftveier
R88;Hemotoraks traumatisk
R88;Kontusjon nese
R88;Overflateskade nese
R88;Skade lunge
R88;Skade nese INA
R88;Skade/traume i nese/luftveier
R89;Medfødt feil i luftveiene
R89;Choanal atresi
R89;Medfødt feil bronkie
R89;Medfødt feil larynks
R89;Medfødt feil lunge
R89;Medfødt feil nese
R89;Medfødt feil trakeomalasi
R89;Medfødt feil i nese/farynks/trakea/larynks/bronkie/lunge/lungesekk
R90;Hypertrofi av tonsiller/adenoid vev
R90;Adenoide vegetasjoner
R90;Mandler hypertrofiske
R90;Tonsillehypertrofi
R90;Tonsillitt kronisk
R90;Kronisk tonsilitt
R92;Uspesifisert svulst i luftveiene
R92;Carcinoma in situ bronkie/lunge
R92;Carcinoma in situ larynks
R92;Carcinoma in situ nesehule/bihule
R92;Carcinoma in situ trakea
R92;Svulst i luftveiene som ikke er spesifisert som godartet eller ondartet
R95;Kronisk obstruktiv lungesykdom
R95;Astma kronisk med akutt infeksjon
R95;Astma kronisk obstruktiv
R95;Bronkitt kronisk astmatisk
R95;Bronkitt kronisk emfysematøs
R95;Bronkitt kronisk med akutt infeksjon
R95;Bronkitt kronisk obstruktiv
R95;Emfysem INA
R95;Emfysem kronisk med akutt infeksjon
R95;Emfysem kronisk obstruktiv
R95;KOLS
R95;Lungebetennelse ved obstr lungesykdom
R95;Pneumoni ved obstruktiv lungesykdom
R95;Sprengte lunger
R95;Emfysem
R95;Kronisk obstruktiv luftveissykdom
R95;Kronisk obstruktiv lungesykdom (KOLS)
R96;Astma
R96;Astma aktivitetsutløst
R96;Astma allergisk
R96;Astma blandet type
R96;Astma eksogen allergisk
R96;Astma endogen ikke-allergisk
R96;Astma sen symptomdebut
R96;Astmabronkitt INA
R96;Bronchitis asthmatica
R96;Status asthmaticus
R96;Allergisk bronkitt
R96;Astmatisk bronkitt
R97;Allergisk rhinitt
R97;Allergisk rhinitt helårs
R97;Allergisk rhinitt pollenutløst
R97;Allergisk rhinitt sesongavhengig IKA
R97;Allergisk rhinitt sesonguavhengig
R97;Høyfeber
R97;Høysnue
R97;Rhinitt vasomotorisk
R97;Neseallergi
R97;Vasomotorisk rinitt
R98;Hyperventileringssyndrom
R98;Hyperventilering
R99;Luftveissykdom IKA
R99;Abscess retrofareyngeal
R99;Allergisk alveolitt (eksogen)
R99;ARDS (akutt respiratorisk distress-syndrom)
R99;Asbestose
R99;Atelektase lunge
R99;Bronkiektasi
R99;Farmer's lung
R99;Hypersensivitetspneumonitt
R99;Hypersensivitetsreaksjon øvre luftv
R99;Knute på stemmebånd
R99;Larynksspasme
R99;Larynksødem
R99;Luftveissykdom IKA INA
R99;Lungefibrose INA
R99;Lungekollaps
R99;Nasalstenose
R99;Nese septumdefekt
R99;Nese septumdeviasjon
R99;Nesemuslinger hypertrofiske
R99;Nesepolypp
R99;Pleuraplakk
R99;Pneumokoniose INA
R99;Pneumokoniose kullstøv
R99;Pneumokoniose mineralfibre
R99;Pneumokoniose stenstøv
R99;Pneumoni aspirasjon
R99;Pneumonitt kjemisk eksposisjon
R99;Pneumonitt organisk støv
R99;Pneumotoraks spontan
R99;Polypp nesehulen
R99;Polypp stemmebånd
R99;RDS (respiratory distress syndrome)
R99;Respirasjonssvikt akutt
R99;Respirasjonssvikt INA
R99;Respiratory distress syndrome (ARDS)
R99;Rhinitis sicca
R99;Septum nasi deviasjon
R99;Septumdefekt nese
R99;Silikose
R99;Skjev neseskillevegg
R99;Stemmebåndsknute
R99;Stemmebåndsparese
R99;Støvlunge INA
R99;Treskelunge
R99;Aspirasjonspneumoni
R99;Bronchiectasi
R99;Lungekomplikasjon av annen sykdom
R99;Bronchiektasi
R99;Lungeødem uten hjertesykdom/hjertesvikt
R99;Pneumokoniose
R99;Pneumonitt på grunn av allergi/kjemikalier/støv/gasser/mugg
R99;Pneumotoraks
R99;Respirasjonssvikt
R99;Sykdom i larynks IKA
R99;Sykdom i mediastin
R99;Induserbar laryngeal obstruksjon (ILO)
R991;Covid-19 (mistenkt/sannsynlig)
R992;Covid-19 (bekreftet)
R993;Utbruddssykdom definert av FHI, luftveier
R994;Utbruddssykdom definert av FHI, luftveier
R995;Utbruddssykdom definert av FHI, luftveier
R996;Utbruddssykdom definert av FHI, luftveier
R997;Utbruddssykdom definert av FHI, luftveier
R998;Utbruddssykdom definert av FHI, luftveier
R999;Utbruddssykdom definert av FHI, luftveier
S01;Smerte/ømhet i huden
S01;Smerte hud
S01;Svie hud
S01;Sårhet hud
S01;Ømhet hud
S01;Brennende følelse i huden
S01;Sårhet
S01;Smertefull lesjon eller utslett
S02;Hudkløe
S02;Hudirritasjon
S02;Kløe hodebunn
S02;Hudkløe penis
S02;Prurigo
S02;Pruritus INA
S02;Senil kløe
S03;Vorter
S03;Fotvorte
S03;Verruca plana
S03;Verruca plantaris
S03;Verruca simplex
S03;Verruca vulgaris
S03;Virusvorte
S03;Vorte fingre
S03;Vorte fot
S03;Vorte hud
S03;Vorte multiple
S03;Verrucae
S04;Lokalisert hevelse/kul i huden
S04;Hevelse hud lokalisert
S04;Hudpapel lokalisert
S04;Kul i hud/underhud lokalisert
S04;Papel lokalisert
S04;Papel
S05;Utbredte hevelser/kuler i huden
S05;Hevelse hud utbredt
S05;Hudpapler utbredt
S05;Kuler i hud/underhud utbredt
S05;Papler utbredt
S05;Papler/kuler/hevelser på flere steder
S06;Lokalisert utslett i huden
S06;Blemme lokalisert
S06;Erytem lokalisert
S06;Rødhet hud lokalisert
S06;Blemme
S06;Erytem
S06;Rødhet
S07;Utbredt utslett i huden
S07;Blemmer utbredt
S07;Eksantem IKA
S07;Erytem INA
S07;Erytem utbredt
S07;Rødhet hud utbredt
S07;Blemmer/erytem/rødhet flere steder
S08;Forandring av hudfargen IKA
S08;Blekhet
S08;Café-au-lait flekker
S08;Cyanose
S08;Fregner
S08;Hyperpigmentering postinflammatorisk
S08;Kloasme
S08;Rødming eksessiv
S08;Rødming
S08;Ringer under øynene
S09;Infeksjon i finger/tå
S09;Cellulitt finger
S09;Cellulitt tå
S09;Infeksjon finger
S09;Infeksjon neglerot
S09;Infeksjon tå
S09;Negleinfeksjon
S09;Neglerotbetennelse
S09;Paronyki
S10;Abscess/furunkel
S10;Abscess hud
S10;Byll
S10;Furunkel
S10;Furunkulose
S10;Karbunkel
S10;Kvise IKA
S10;Abscess
S11;Hudinfeksjon posttraumatisk
S11;Hudinfeksjon etter skade
S11;Infisert posttraumatisk sår/bitt
S12;Insektstikk/bitt
S12;Bistikk
S12;Bitt insekt
S12;Stikk insekt
S12;Vepsestikk
S13;Bitt av dyr/menneske
S13;Bitt av dyr
S13;Bitt av menneske
S13;Bitt av orm/slange
S13;Huggormbitt
S13;Hundebitt
S14;Forbrenning/skålding
S14;Brannskade andre grad
S14;Brannskade første grad
S14;Brannskade INA
S14;Brannskade tredje grad
S14;Combustio
S14;Etseskade andre grad
S14;Etseskade første grad
S14;Etseskade INA
S14;Etseskade tredje grad
S14;Forbrenning
S14;Skålding
S14;Forbrenning/skålding av alle grader
S14;Utvendig etseskade
S15;Fremmedlegeme i huden
S15;Flis i huden
S15;Fremmedlegeme under negl
S16;Kontusjon/slag hud
S16;Bloduttredelse skade hud
S16;Blåmerker skade hud
S16;Ekkymose skade hud
S16;Hematom skade hud
S16;Klemskade hud
S16;Kontusjon bryst (K)
S16;Kontusjon hud
S16;Overflateskade hud
S16;Skade bryst IKA (K)
S16;Skade hud kontusjon/slag
S16;Ekkymose
S16;Hematom
S17;Skrubbsår/blemmer
S17;Abrasjon hud
S17;Avskrapning hud
S17;Gnagsår
S17;Hudavskrapning
S17;Skade hud blemme (ikke varme)
S17;Skade hud skrubbsår
S17;Sårskade hud overfladisk
S17;Hudskade med brutt overflate
S18;Åpent sår/kutt
S18;Kutt i huden
S18;Laserasjon hud
S18;Penetrasjonsskade hud
S18;Skade hud flenge/dyp rift
S18;Skade hud kutt/stikk
S18;Stikk penetrasjon hud
S18;Sårskade hud dyp
S18;Åpent sår/kutt i hud/underhudsvev
S19;Skade i hud/underhud IKA
S19;Avrivning negl
S19;Blånegl
S19;Hematom neglseng
S19;Negl klemskade
S19;Skade negl
S19;Neglavrivning
S20;Liktorn/fortykket underhud
S20;Clavus
S20;Forhorning hud
S20;Hornhud
S20;Ilke
S20;Kallus
S20;Liktorn
S20;Underhud fortykket
S21;Hudstruktur symptomer/plager
S21;Flassende hud
S21;Hudavskalling
S21;Indurasjon hud
S21;Rynker
S21;Skjellende hud
S21;Tørr hud
S21;Flassing
S22;Negl symptomer/plager
S22;Beaus linjer
S22;Clubbing av fingre
S22;Gule negler syndrom
S22;Negl forandringer INA
S22;Negl fortykket/deformert
S22;Onykolyse
S22;Trommestikkefingre
S22;Urglassnegler
S22;«clubbing»/trommestikkefingre
S23;Håravfall/skallethet
S23;Alopecia areata
S23;Alopecia totalis
S23;Alopesi androgen
S23;Alopesi flekkvis
S23;Alopesi INA
S23;Håravfall med follikulitt
S23;Håravfall/hårtap
S23;Skallethet
S23;Tap av hår
S23;Alopesi
S24;Hår/hodebunn symptomer/plager IKA
S24;Grått hår (prematurt)
S24;Hirsutisme
S24;Hypertrikose
S24;Hår oppfliset
S24;Hår symptomer/plager
S24;Hår tørt/tynt
S24;Hårfarge variasjoner
S24;Hårvekst økt
S24;Tørr hodebunn
S26;Engstelig for kreft i huden
S27;Engstelig for hudsykdom IKA
